Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Alzheimer's Disease,C0002395,FFAR1,2864,O14842,free fatty acid receptor 1,G-protein coupled receptor,63,0.619,0.577,0.00075686,0.02,,1,2,0,2019,2020
Alzheimer's Disease,C0002395,GRIA3,2892,P42263,glutamate ionotropic receptor AMPA type subunit 3,Ion channel,127,0.566,0.692,0.99976,0.02,,0.5,2,0,2004,2016
Alzheimer's Disease,C0002395,FLVCR1,28982,Q9Y5Y0,FLVCR heme transporter 1,Transporter,188,0.529,0.885,0.0013127,0.02,,1,2,0,2017,2019
Alzheimer's Disease,C0002395,SETD2,29072,Q9BYW2,"SET domain containing 2, histone lysine methyltransferase",Epigenetic regulator,447,0.424,0.846,1,0.02,,1,2,0,2017,2019
Alzheimer's Disease,C0002395,TBK1,29110,Q9UHD2,TANK binding kinase 1,Kinase,207,0.513,0.846,0.075174,0.02,,1,2,1,2018,2019
Alzheimer's Disease,C0002395,NCAPH2,29781,Q6IBW4,non-SMC condensin II complex subunit H2,,12,0.805,0.385,0.00028787,0.02,,1,2,0,2016,2016
Alzheimer's Disease,C0002395,PADI1,29943,Q9ULC6,peptidyl arginine deiminase 1,,54,0.644,0.692,0.0000000000000020388,0.02,,1,2,0,2017,2019
Alzheimer's Disease,C0002395,NRBF2,29982,Q96F24,nuclear receptor binding factor 2,Transcription factor,7,0.839,0.231,0.00050432,0.02,,1,2,0,2017,2019
Alzheimer's Disease,C0002395,HCRTR2,3062,O43614,hypocretin receptor 2,G-protein coupled receptor,37,0.7,0.577,0.005035,0.02,,1,2,2,2014,2016
Alzheimer's Disease,C0002395,HDAC1,3065,Q13547,histone deacetylase 1,Epigenetic regulator,277,0.46,0.846,0.61427,0.02,,1,2,0,2017,2018
Alzheimer's Disease,C0002395,HGF,3082,P14210,hepatocyte growth factor,Enzyme,671,0.374,0.885,0.99947,0.02,,1,2,0,2008,2018
Alzheimer's Disease,C0002395,HHEX,3087,Q03014,hematopoietically expressed homeobox,,73,0.599,0.692,0.54289,0.02,,1,2,0,2013,2015
Alzheimer's Disease,C0002395,ANXA6,309,P08133,annexin A6,,156,0.514,0.846,0.000000010804,0.02,,1,2,0,2003,2008
Alzheimer's Disease,C0002395,HLA-B,3106,P01889,"major histocompatibility complex, class I, B",,706,0.379,0.885,0.000038642,0.02,,0.5,2,0,2009,2009
Alzheimer's Disease,C0002395,HLA-C,3107,P10321,"major histocompatibility complex, class I, C",,435,0.415,0.846,0.0000015695,0.02,,1,2,0,2009,2018
Alzheimer's Disease,C0002395,HMOX2,3163,P30519,heme oxygenase 2,,31,0.678,0.577,0.00026198,0.02,,0.5,2,0,2009,2012
Alzheimer's Disease,C0002395,HNMT,3176,P50135,histamine N-methyltransferase,,98,0.579,0.808,0.019734,0.02,,1,2,1,2002,2011
Alzheimer's Disease,C0002395,APC,324,P25054,APC regulator of WNT signaling pathway,,703,0.373,0.962,1,0.02,,1,2,0,2011,2017
Alzheimer's Disease,C0002395,APEH,327,P13798,acylaminoacyl-peptide hydrolase,Enzyme,36,0.666,0.577,0.00000000000050018,0.02,,1,2,0,2007,2017
Alzheimer's Disease,C0002395,HTR1A,3350,P08908,5-hydroxytryptamine receptor 1A,G-protein coupled receptor,229,0.522,0.846,0.19956,0.02,,1,2,0,2008,2014
Alzheimer's Disease,C0002395,HTR1B,3351,P28222,5-hydroxytryptamine receptor 1B,G-protein coupled receptor,140,0.551,0.769,0.18947,0.02,,1,2,0,2015,2016
Alzheimer's Disease,C0002395,APOA2,336,P02652,apolipoprotein A2,Transporter,77,0.582,0.769,0.0448,0.02,,1,2,0,1998,2019
Alzheimer's Disease,C0002395,HTR7,3363,P34969,5-hydroxytryptamine receptor 7,G-protein coupled receptor,103,0.592,0.5,0.045409,0.02,,1,2,0,2017,2018
Alzheimer's Disease,C0002395,RAB7B,338382,Q96AH8,"RAB7B, member RAS oncogene family",,65,0.615,0.731,,0.02,,1,2,0,2011,2017
Alzheimer's Disease,C0002395,TMEM119,338773,Q4V9L6,transmembrane protein 119,,16,0.78,0.346,0.62503,0.02,,1,2,0,2016,2018
Alzheimer's Disease,C0002395,TREML1,340205,Q86YW5,triggering receptor expressed on myeloid cells like 1,,14,0.743,0.346,0.0000000000015671,0.02,,1,2,5,2017,2019
Alzheimer's Disease,C0002395,MOGAT3,346606,Q86VF5,monoacylglycerol O-acyltransferase 3,,2,0.931,0.115,0.0000000000018376,0.02,,1,2,0,2007,2009
Alzheimer's Disease,C0002395,TICAM2,353376,Q86XR7;Q9Y3B3,toll like receptor adaptor molecule 2,,332,0.438,0.769,0.0025936,0.02,,1,2,0,2008,2018
Alzheimer's Disease,C0002395,IL1R1,3554,P14778,interleukin 1 receptor type 1,Receptor,184,0.509,0.769,0.15126,0.02,,1,2,0,1998,2005
Alzheimer's Disease,C0002395,IL1RAP,3556,Q9NPH3,interleukin 1 receptor accessory protein,Receptor,49,0.647,0.654,0.25846,0.02,,1,2,1,2015,2019
Alzheimer's Disease,C0002395,IL5,3567,P05113,interleukin 5,,359,0.437,0.846,0.0056529,0.02,,1,2,0,2017,2018
Alzheimer's Disease,C0002395,IL6ST,3572,P40189,interleukin 6 signal transducer,Signaling,260,0.475,0.808,0.99978,0.02,,1,2,0,2013,2013
Alzheimer's Disease,C0002395,CXCR2,3579,P25025,C-X-C motif chemokine receptor 2,G-protein coupled receptor,335,0.445,0.923,0.013736,0.02,,1,2,0,2008,2011
Alzheimer's Disease,C0002395,IL9R,3581,Q01113,interleukin 9 receptor,Receptor,44,0.659,0.654,0.00000000000000000000026805,0.02,,1,2,1,2011,2012
Alzheimer's Disease,C0002395,IL15,3600,P40933,interleukin 15,,426,0.422,0.846,0.70859,0.02,,1,2,0,2018,2019
Alzheimer's Disease,C0002395,IL16,3603,Q14005,interleukin 16,Signaling,193,0.501,0.846,0.00000000012449,0.02,,1,2,1,2015,2018
Alzheimer's Disease,C0002395,ILK,3611,Q13418,integrin linked kinase,Kinase,192,0.503,0.769,0.000037887,0.02,,1,2,0,2008,2018
Alzheimer's Disease,C0002395,IMPA1,3612,P29218,inositol monophosphatase 1,Enzyme,81,0.623,0.731,0.00047793,0.02,,1,2,0,2018,2019
Alzheimer's Disease,C0002395,ING1,3621,Q9UK53,inhibitor of growth family member 1,Nucleic acid binding,99,0.573,0.692,0.0096662,0.02,,1,2,0,2017,2019
Alzheimer's Disease,C0002395,ITGAL,3683,P20701,integrin subunit alpha L,,169,0.511,0.885,0.0043213,0.02,,1,2,0,2017,2019
Alzheimer's Disease,C0002395,ITGB1,3688,P05556,integrin subunit beta 1,Receptor,210,0.496,0.808,0.98208,0.02,,1,2,0,2007,2019
Alzheimer's Disease,C0002395,ITGB2,3689,P05107,integrin subunit beta 2,Receptor,340,0.444,0.923,0.0000000000000050817,0.02,,1,2,0,2011,2017
Alzheimer's Disease,C0002395,ITIH4,3700,Q14624,inter-alpha-trypsin inhibitor heavy chain 4,Enzyme modulator,129,0.559,0.769,0.00000000000064352,0.02,,1,2,0,2018,2019
Alzheimer's Disease,C0002395,KCNB1,3745,Q14721,potassium voltage-gated channel subfamily B member 1,Ion channel,84,0.65,0.462,0.99977,0.02,,1,2,0,2012,2018
Alzheimer's Disease,C0002395,AGRN,375790,O00468,agrin,,124,0.626,0.538,0.00000054727,0.02,,1,2,0,2002,2009
Alzheimer's Disease,C0002395,KDR,3791,P35968,kinase insert domain receptor,Kinase,623,0.378,0.885,0.99982,0.02,,1,2,0,2017,2018
Alzheimer's Disease,C0002395,KIF5A,3798,Q12840,kinesin family member 5A,Cellular structure,112,0.593,0.731,0.99995,0.02,,1,2,0,2017,2019
Alzheimer's Disease,C0002395,ARG1,383,P05089,arginase 1,Enzyme,273,0.476,0.846,0.00035944,0.02,,1,2,0,2018,2019
Alzheimer's Disease,C0002395,RHOA,387,P61586,ras homolog family member A,Enzyme modulator,193,0.502,0.808,0.60405,0.02,,1,2,0,2010,2017
Alzheimer's Disease,C0002395,ARMS2,387715,P0C7Q2,age-related maculopathy susceptibility 2,,36,0.67,0.308,0.00051801,0.02,,1,2,1,2008,2012
Alzheimer's Disease,C0002395,RTL1,388015,A6NKG5,retrotransposon Gag like 1,,119,0.554,0.808,0.0056135,0.02,,1,2,0,2019,2019
Alzheimer's Disease,C0002395,STMN1,3925,P16949,stathmin 1,,284,0.458,0.885,0.075244,0.02,,1,2,0,2001,2002
Alzheimer's Disease,C0002395,LIG3,3980,P49916,DNA ligase 3,Enzyme,47,0.641,0.654,0.0000000001439,0.02,,1,2,0,2016,2018
Alzheimer's Disease,C0002395,LIPC,3990,P11150,"lipase C, hepatic type",Enzyme,120,0.585,0.654,0.00000032764,0.02,,0.5,2,0,2010,2012
Alzheimer's Disease,C0002395,SMIM10L2A,399668,P0DMW4;P0DMW5,small integral membrane protein 10 like 2A,,65,0.619,0.808,,0.02,,1,2,0,2019,2019
Alzheimer's Disease,C0002395,LNPEP,4012,Q9UIQ6,leucyl and cystinyl aminopeptidase,Enzyme,174,0.514,0.731,0.99957,0.02,,1,2,0,2011,2017
Alzheimer's Disease,C0002395,MIRLET7B,406884,,microRNA let-7b,,186,0.493,0.769,,0.02,,1,2,0,2018,2019
Alzheimer's Disease,C0002395,MIR125A,406910,,microRNA 125a,,225,0.48,0.769,,0.02,,1,2,0,2016,2017
Alzheimer's Disease,C0002395,MIR144,406936,,microRNA 144,,175,0.5,0.769,,0.02,,1,2,0,2013,2017
Alzheimer's Disease,C0002395,MIR15B,406949,,microRNA 15b,,134,0.532,0.769,,0.02,,1,2,0,2017,2018
Alzheimer's Disease,C0002395,MIR195,406971,,microRNA 195,,180,0.496,0.769,,0.02,,1,2,0,2012,2016
Alzheimer's Disease,C0002395,MIR214,406996,,microRNA 214,,221,0.48,0.808,,0.02,,1,2,0,2012,2016
Alzheimer's Disease,C0002395,ARR3,407,P36575,arrestin 3,Enzyme modulator,279,0.46,0.846,0.10401,0.02,,1,2,0,2006,2007
Alzheimer's Disease,C0002395,MIR219A1,407002,,microRNA 219a-1,,75,0.595,0.615,,0.02,,1,2,0,2015,2019
Alzheimer's Disease,C0002395,MIR22,407004,,microRNA 22,,195,0.496,0.808,,0.02,,1,2,0,2013,2019
Alzheimer's Disease,C0002395,MIR98,407054,,microRNA 98,,104,0.565,0.731,,0.02,,1,2,0,2016,2019
Alzheimer's Disease,C0002395,SMAD2,4087,Q15796,SMAD family member 2,Transcription factor,289,0.456,0.808,0.99661,0.02,,1,2,0,2008,2017
Alzheimer's Disease,C0002395,ARSA,410,P15289,arylsulfatase A,Enzyme,376,0.448,0.923,0.000000000010893,0.02,,1,2,1,1997,2003
Alzheimer's Disease,C0002395,MARK3,4140,P27448,microtubule affinity regulating kinase 3,Kinase,24,0.729,0.423,0.0000014273,0.02,,1,2,0,2014,2019
Alzheimer's Disease,C0002395,MBL2,4153,P11226,mannose binding lectin 2,Receptor,563,0.39,0.846,0.0026836,0.02,,1,2,1,1998,2013
Alzheimer's Disease,C0002395,MCL1,4170,Q07820,"MCL1 apoptosis regulator, BCL2 family member",Signaling,375,0.43,0.808,0.96349,0.02,,1,2,0,2015,2017
Alzheimer's Disease,C0002395,CD46,4179,P15529,CD46 molecule,,258,0.477,0.808,0.00000047013,0.02,,1,2,0,1993,2015
Alzheimer's Disease,C0002395,MEF2A,4205,Q02078,myocyte enhancer factor 2A,Transcription factor,99,0.585,0.692,0.98706,0.02,,1,2,0,2007,2018
Alzheimer's Disease,C0002395,MAP3K5,4217,Q99683,mitogen-activated protein kinase kinase kinase 5,Kinase,170,0.513,0.808,0.51964,0.02,,1,2,0,2017,2018
Alzheimer's Disease,C0002395,MET,4233,P08581,"MET proto-oncogene, receptor tyrosine kinase",Kinase,594,0.38,0.846,0.96998,0.02,,1,2,0,2016,2018
Alzheimer's Disease,C0002395,MICB,4277,Q29980,MHC class I polypeptide-related sequence B,,95,0.576,0.731,0.000040609,0.02,,1,2,0,2009,2018
Alzheimer's Disease,C0002395,MMP1,4312,P03956,matrix metallopeptidase 1,Enzyme,589,0.385,0.885,0.0000000000000000077197,0.02,,1,2,0,2004,2006
Alzheimer's Disease,C0002395,CD200,4345,P41217,CD200 molecule,,149,0.529,0.769,0.41359,0.02,,1,2,0,2009,2019
Alzheimer's Disease,C0002395,ASL,435,P04424,argininosuccinate lyase,Enzyme,99,0.593,0.731,0.00000000085727,0.02,,1,2,0,2016,2018
Alzheimer's Disease,C0002395,MPZ,4359,P25189,myelin protein zero,,249,0.503,0.846,0.27158,0.02,,1,2,0,2009,2019
Alzheimer's Disease,C0002395,ABCC1,4363,P33527,ATP binding cassette subfamily C member 1,Transporter,333,0.445,0.808,0.0011727,0.02,,1,2,0,2011,2019
Alzheimer's Disease,C0002395,EIF2AK4,440275,Q9P2K8,eukaryotic translation initiation factor 2 alpha kinase 4,,89,0.603,0.577,0.0000000000000012356,0.02,,1,2,0,2013,2013
Alzheimer's Disease,C0002395,CDNF,441549,Q49AH0,cerebral dopamine neurotrophic factor,,15,0.78,0.231,0.00000061335,0.02,,1,2,0,2015,2019
Alzheimer's Disease,C0002395,MIR326,442900,,microRNA 326,,95,0.56,0.731,,0.02,,1,2,0,2018,2020
Alzheimer's Disease,C0002395,MIR339,442907,,microRNA 339,,61,0.608,0.615,,0.02,,1,2,0,2014,2016
Alzheimer's Disease,C0002395,MSD,4434,,microcephaly with spastic diplegia (Paine syndrome),,35,0.674,0.654,,0.02,,1,2,0,2015,2019
Alzheimer's Disease,C0002395,MSI1,4440,O43347,musashi RNA binding protein 1,,116,0.55,0.615,0.99357,0.02,,1,2,0,2005,2018
Alzheimer's Disease,C0002395,COX3,4514,P00414,cytochrome c oxidase III,Enzyme,195,0.546,0.808,,0.02,,1,2,0,2004,2019
Alzheimer's Disease,C0002395,MTHFD1,4522,P11586,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1",Enzyme,121,0.554,0.769,0.0044614,0.02,,1,2,1,2007,2010
Alzheimer's Disease,C0002395,ND4,4538,P03905,"NADH dehydrogenase, subunit 4 (complex I)",Enzyme,214,0.546,0.769,,0.02,,1,2,0,1996,2018
Alzheimer's Disease,C0002395,MTNR1A,4543,P48039,melatonin receptor 1A,G-protein coupled receptor,79,0.59,0.808,0.00000072327,0.02,,1,2,0,2002,2018
Alzheimer's Disease,C0002395,ZFHX3,463,Q15911;Q6ZP98,zinc finger homeobox 3,,85,0.621,0.654,0.44753,0.02,,1,2,0,2015,2018
Alzheimer's Disease,C0002395,ATD,465,,asphixiating thoracic dystrophy (chondroectodermal dysplasia-like syndrome),,36,0.656,0.731,,0.02,,1,2,0,2019,2019
Alzheimer's Disease,C0002395,NAP1L1,4673,P55209,nucleosome assembly protein 1 like 1,Enzyme modulator,53,0.647,0.692,0.99941,0.02,,1,2,0,2000,2001
Alzheimer's Disease,C0002395,NCAM1,4684,P13591,neural cell adhesion molecule 1,,445,0.415,0.885,0.99999,0.02,,1,2,0,2018,2018
Alzheimer's Disease,C0002395,NCAM2,4685,O15394,neural cell adhesion molecule 2,,21,0.736,0.5,0.2306,0.02,,1,2,0,2010,2015
Alzheimer's Disease,C0002395,NCL,4691,P19338,nucleolin,Nucleic acid binding,167,0.509,0.808,0.99992,0.02,,1,2,0,2004,2020
Alzheimer's Disease,C0002395,NEFH,4744,P12036,neurofilament heavy,,120,0.588,0.769,0.0000000000026684,0.02,,1,2,0,2003,2008
Alzheimer's Disease,C0002395,NFATC3,4775,Q12968,nuclear factor of activated T cells 3,Transcription factor,57,0.636,0.538,0.99813,0.02,,1,2,0,2017,2018
Alzheimer's Disease,C0002395,NFATC4,4776,Q14934,nuclear factor of activated T cells 4,Transcription factor,33,0.691,0.538,0.8679,0.02,,1,2,0,2009,2010
Alzheimer's Disease,C0002395,ATP12A,479,P54707,ATPase H+/K+ transporting non-gastric alpha2 subunit,Transporter,102,0.575,0.769,0.000000000000071254,0.02,,1,2,0,2013,2018
Alzheimer's Disease,C0002395,NM,4827,,neutrophil migration,,250,0.473,0.808,,0.02,,1,2,0,2013,2013
Alzheimer's Disease,C0002395,NOTCH4,4855,Q99466,notch receptor 4,,150,0.534,0.731,0.000000000000000000000020544,0.02,,1,2,1,2004,2007
Alzheimer's Disease,C0002395,PNP,4860,P00491,purine nucleoside phosphorylase,Enzyme,161,0.527,0.885,0.0000069987,0.02,,1,2,1,2007,2018
Alzheimer's Disease,C0002395,NPM1,4869,P06748,nucleophosmin 1,Chaperone,283,0.464,0.846,0.99816,0.02,,1,2,0,2016,2020
Alzheimer's Disease,C0002395,NTF4,4909,P34130,neurotrophin 4,Signaling,46,0.644,0.692,0.012031,0.02,,1,2,0,1997,1998
Alzheimer's Disease,C0002395,CISD2,493856,Q8N5K1,CDGSH iron sulfur domain 2,,106,0.59,0.692,0.41583,0.02,,1,2,2,2015,2020
Alzheimer's Disease,C0002395,MIR384,494333,,microRNA 384,,55,0.612,0.731,,0.02,,1,2,0,2014,2018
Alzheimer's Disease,C0002395,ATP4A,495,P20648,ATPase H+/K+ transporting subunit alpha,Transporter,101,0.575,0.769,0.0000000000094424,0.02,,1,2,0,2013,2018
Alzheimer's Disease,C0002395,ODC1,4953,P11926,ornithine decarboxylase 1,Enzyme,184,0.51,0.731,0.16966,0.02,,1,2,0,2010,2015
Alzheimer's Disease,C0002395,OPRL1,4987,P41146,opioid related nociceptin receptor 1,G-protein coupled receptor,76,0.628,0.462,0.48172,0.02,,0.5,2,0,2004,2018
Alzheimer's Disease,C0002395,OPRM1,4988,P35372,opioid receptor mu 1,G-protein coupled receptor,370,0.457,0.808,0.000000000078882,0.02,,1,2,0,2018,2018
Alzheimer's Disease,C0002395,OTC,5009,P00480,ornithine carbamoyltransferase,,135,0.565,0.846,0.87295,0.02,,1,2,2,2009,2009
Alzheimer's Disease,C0002395,P2RX4,5025,Q99571,purinergic receptor P2X 4,Ion channel,138,0.547,0.808,0.0000000000049835,0.02,,1,2,0,2017,2017
Alzheimer's Disease,C0002395,PEBP1,5037,P30086,phosphatidylethanolamine binding protein 1,Enzyme modulator,181,0.5,0.808,0.09167,0.02,,1,2,0,2002,2009
Alzheimer's Disease,C0002395,PLA2G3,50487,Q9NZ20,phospholipase A2 group III,,13,0.805,0.231,0.000000000035604,0.02,,1,2,0,2010,2015
Alzheimer's Disease,C0002395,PAK1,5058,Q13153,p21 (RAC1) activated kinase 1,Kinase,221,0.494,0.808,0.0013306,0.02,,1,2,0,2008,2008
Alzheimer's Disease,C0002395,IL22,50616,Q9GZX6,interleukin 22,,551,0.393,0.885,0.00018843,0.02,,1,2,0,2014,2017
Alzheimer's Disease,C0002395,GEMIN4,50628,P57678,gem nuclear organelle associated protein 4,,101,0.565,0.808,0.00000000000058966,0.02,,0.5,2,0,1999,2017
Alzheimer's Disease,C0002395,MBL3P,50639,,"mannose-binding lectin family member 3, pseudogene",,152,0.518,0.769,,0.02,,1,2,0,1998,2013
Alzheimer's Disease,C0002395,REG3A,5068,Q06141,regenerating family member 3 alpha,,148,0.522,0.769,0.00062895,0.02,,1,2,0,2016,2018
Alzheimer's Disease,C0002395,HEBP1,50865,Q9NRV9,heme binding protein 1,,29,0.695,0.538,0.0000041767,0.02,,1,2,0,2019,2019
Alzheimer's Disease,C0002395,FOXP3,50943,Q9BZS1,forkhead box P3,,688,0.368,0.846,0.99424,0.02,,1,2,0,2016,2019
Alzheimer's Disease,C0002395,ASCC1,51008,Q8N9N2,activating signal cointegrator 1 complex subunit 1,,209,0.495,0.846,0.000000000000026051,0.02,,1,2,0,1995,2014
Alzheimer's Disease,C0002395,TMED7,51014,Q86XR7;Q9Y3B3,transmembrane p24 trafficking protein 7,Transporter,336,0.436,0.808,0.47966,0.02,,1,2,0,2008,2018
Alzheimer's Disease,C0002395,FIS1,51024,Q9Y3D6,"fission, mitochondrial 1",,40,0.663,0.769,0.00001302,0.02,,1,2,0,2009,2018
Alzheimer's Disease,C0002395,PRLH,51052,P81277,prolactin releasing hormone,,24,0.736,0.423,0.10769,0.02,,1,2,0,2019,2019
Alzheimer's Disease,C0002395,CRYL1,51084,Q9Y2S2,crystallin lambda 1,Enzyme,39,0.663,0.577,0.0000037186,0.02,,1,2,1,2014,2017
Alzheimer's Disease,C0002395,ADIPOR1,51094,Q96A54,adiponectin receptor 1,Receptor,148,0.529,0.808,0.6584,0.02,,1,2,0,2017,2018
Alzheimer's Disease,C0002395,PCSK1,5122,P29120,proprotein convertase subtilisin/kexin type 1,Enzyme,140,0.548,0.615,0.000000002745,0.02,,1,2,0,2017,2020
Alzheimer's Disease,C0002395,NRN1,51299,Q9NPD7,neuritin 1,,21,0.736,0.385,0.8602,0.02,,1,2,0,2014,2019
Alzheimer's Disease,C0002395,PDCD1,5133,Q15116,programmed cell death 1,,497,0.402,0.846,0.41706,0.02,,0.5,2,0,2018,2018
Alzheimer's Disease,C0002395,UBR5,51366,O95071,ubiquitin protein ligase E3 component n-recognin 5,,73,0.597,0.654,1,0.02,,1,2,1,2011,2017
Alzheimer's Disease,C0002395,ANGPT4,51378,Q9Y264,angiopoietin 4,Signaling,31,0.711,0.423,0.0000000000000045492,0.02,,1,2,0,2010,2017
Alzheimer's Disease,C0002395,BIN2,51411,Q9UBW5,bridging integrator 2,,4,0.931,0.192,0.000000000045252,0.02,,1,2,0,2011,2017
Alzheimer's Disease,C0002395,PRRX2,51450,Q99811,paired related homeobox 2,,46,0.638,0.577,0.13959,0.02,,1,2,0,2003,2007
Alzheimer's Disease,C0002395,LCMT1,51451,Q9UIC8,leucine carboxyl methyltransferase 1,,15,0.78,0.192,0.00001789,0.02,,1,2,0,2013,2018
Alzheimer's Disease,C0002395,PDE7A,5150,Q13946,phosphodiesterase 7A,,40,0.659,0.577,0.0045645,0.02,,1,2,0,2012,2018
Alzheimer's Disease,C0002395,TRMO,51531,Q9BU70,tRNA methyltransferase O,,17,0.78,0.462,0.000000064724,0.02,,1,2,0,2000,2001
Alzheimer's Disease,C0002395,SIRT6,51548,Q8N6T7,sirtuin 6,Epigenetic regulator,195,0.496,0.846,0.039119,0.02,,1,2,0,2017,2018
Alzheimer's Disease,C0002395,GDE1,51573,Q9NZC3,glycerophosphodiester phosphodiesterase 1,,228,0.481,0.808,0.0000061163,0.02,,1,2,0,2012,2018
Alzheimer's Disease,C0002395,LSR,51599,Q86X29,lipolysis stimulated lipoprotein receptor,,44,0.666,0.538,0.000000065186,0.02,,1,2,1,2018,2019
Alzheimer's Disease,C0002395,PGF,5228,P49763,placental growth factor,Signaling,288,0.46,0.846,0.1288,0.02,,0.5,2,0,2018,2019
Alzheimer's Disease,C0002395,SERPINB6,5269,P35237,serpin family B member 6,Enzyme modulator,128,0.547,0.769,0.00011009,0.02,,1,2,0,2017,2017
Alzheimer's Disease,C0002395,PI4KA,5297,P42356,phosphatidylinositol 4-kinase alpha,Kinase,31,0.695,0.577,0.0000000000031234,0.02,,1,2,0,2017,2018
Alzheimer's Disease,C0002395,PKM,5315,P14618,pyruvate kinase M1/2,Kinase,237,0.482,0.808,0.8549,0.02,,1,2,0,2018,2019
Alzheimer's Disease,C0002395,SERPINF2,5345,P08697,serpin family F member 2,Enzyme modulator,104,0.575,0.808,0.013624,0.02,,1,2,0,1991,2007
Alzheimer's Disease,C0002395,PLK1,5347,P53350,polo like kinase 1,Kinase,253,0.467,0.808,0.97851,0.02,,1,2,0,2011,2017
Alzheimer's Disease,C0002395,FXYD1,5348,O00168,FXYD domain containing ion transport regulator 1,Ion channel,26,0.682,0.385,0.24395,0.02,,1,2,0,2018,2018
Alzheimer's Disease,C0002395,PRRX1,5396,P54821,paired related homeobox 1,,134,0.543,0.769,0.24291,0.02,,1,2,0,2007,2017
Alzheimer's Disease,C0002395,PNMT,5409,P11086,phenylethanolamine N-methyltransferase,Enzyme,37,0.653,0.538,0.0050065,0.02,,1,2,0,2001,2017
Alzheimer's Disease,C0002395,PON3,5446,Q15166,paraoxonase 3,,62,0.663,0.692,0.00000021034,0.02,,1,2,0,2006,2012
Alzheimer's Disease,C0002395,POU2F1,5451,P14859,POU class 2 homeobox 1,,115,0.558,0.769,0.90229,0.02,,1,2,0,2005,2008
Alzheimer's Disease,C0002395,PPIA,5478,P62937,peptidylprolyl isomerase A,,180,0.51,0.769,0.55734,0.02,,1,2,0,2011,2011
Alzheimer's Disease,C0002395,AHI1,54806,Q8N157,Abelson helper integration site 1,,221,0.513,0.846,0.00000000000000000000000010773,0.02,,1,2,0,2019,2020
Alzheimer's Disease,C0002395,TRPM7,54822,Q96QT4,transient receptor potential cation channel subfamily M member 7,Ion channel,151,0.531,0.731,0.00000000000000052086,0.02,,1,2,0,2015,2017
Alzheimer's Disease,C0002395,SLC25A38,54977,Q96DW6,solute carrier family 25 member 38,Transporter,23,0.716,0.462,0.0000094313,0.02,,1,2,0,2012,2019
Alzheimer's Disease,C0002395,PPP1CA,5499,P62136,protein phosphatase 1 catalytic subunit alpha,Enzyme,33,0.674,0.5,0.98588,0.02,,1,2,0,2002,2014
Alzheimer's Disease,C0002395,ACP3,55,P15309,acid phosphatase 3,Enzyme,151,0.525,0.731,0.00000000000000025463,0.02,,1,2,0,2016,2017
Alzheimer's Disease,C0002395,PPP1R1A,5502,Q13522,protein phosphatase 1 regulatory inhibitor subunit 1A,Enzyme modulator,106,0.559,0.692,0.021894,0.02,,1,2,0,2015,2018
Alzheimer's Disease,C0002395,PPP1R10,5514,Q96QC0,protein phosphatase 1 regulatory subunit 10,,22,0.751,0.423,1,0.02,,0.5,2,0,2005,2009
Alzheimer's Disease,C0002395,PPP2CA,5515,P67775,protein phosphatase 2 catalytic subunit alpha,,87,0.608,0.769,0.9893,0.02,,1,2,0,2008,2019
Alzheimer's Disease,C0002395,PPP2R2B,5521,Q00005,protein phosphatase 2 regulatory subunit Bbeta,Enzyme,86,0.601,0.577,0.98467,0.02,,1,2,0,2009,2011
Alzheimer's Disease,C0002395,ADI1,55256,Q9BV57,acireductone dioxygenase 1,Enzyme,36,0.674,0.654,0.000031509,0.02,,1,2,0,2008,2017
Alzheimer's Disease,C0002395,PPP3CA,5530,Q08209,protein phosphatase 3 catalytic subunit alpha,,149,0.568,0.769,0.99988,0.02,,1,2,0,2005,2010
Alzheimer's Disease,C0002395,PLXNA3,55558,P51805,plexin A3,,42,0.67,0.769,0.054893,0.02,,1,2,0,2010,2019
Alzheimer's Disease,C0002395,PRKAR1A,5573,P10644,protein kinase cAMP-dependent type I regulatory subunit alpha,,597,0.401,0.846,0.99985,0.02,,1,2,0,2006,2007
Alzheimer's Disease,C0002395,HHAT,55733,Q5VTY9,hedgehog acyltransferase,Enzyme,75,0.608,0.577,0.00000003246,0.02,,1,2,0,2017,2019
Alzheimer's Disease,C0002395,MAPK9,5601,P45984,mitogen-activated protein kinase 9,Kinase,115,0.561,0.731,0.069738,0.02,,1,2,0,2004,2005
Alzheimer's Disease,C0002395,PRSS3,5646,P35030,serine protease 3,Enzyme,59,0.617,0.615,0.0000000000035636,0.02,,1,2,0,2016,2017
Alzheimer's Disease,C0002395,MASP1,5648,P48740,mannan binding lectin serine peptidase 1,Enzyme,123,0.565,0.885,0.000000000012276,0.02,,1,2,0,2010,2019
Alzheimer's Disease,C0002395,AZU1,566,P20160,azurocidin 1,Enzyme,56,0.636,0.692,0.000039068,0.02,,1,2,0,2015,2019
Alzheimer's Disease,C0002395,PSD,5662,A5PKW4,pleckstrin and Sec7 domain containing,,59,0.626,0.654,0.90358,0.02,,1,2,0,2000,2018
